Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Zone of the Enders HD Collection,PS3,2012.0,Simulation,0.21,0.07,0.09,0.05,73.0,8,M
The Sims 2,GC,2005.0,Simulation,0.26,0.07,0.0,0.01,73.0,8.3,T
Harvest Moon: Back to Nature,PS,1999.0,Simulation,0.11,0.07,0.12,0.02,82.0,9.3,E
DarkStar One: Broken Alliance,X360,2010.0,Simulation,0.11,0.07,0.0,0.02,63.0,7.2,T
IL-2 Sturmovik: Birds of Prey,PSP,2009.0,Simulation,0.08,0.07,0.0,0.04,,3,T
ThunderStrike 2,PS,1994.0,Simulation,0.1,0.07,0.0,0.01,,,
Harvest Moon: A Wonderful Life Special Edition,PS2,2004.0,Simulation,0.09,0.07,0.0,0.02,,8.9,E
Naval Assault: The Killing Tide,X360,2010.0,Simulation,0.08,0.07,0.0,0.02,40.0,4.2,T
Farming Simulator 17,XOne,2016.0,Simulation,0.04,0.07,0.0,0.01,65.0,tbd,E
The Sims 2: Apartment Life,PC,2008.0,Simulation,0.0,0.07,0.0,0.01,75.0,7.7,T
Wildlife Park 3,PC,2011.0,Simulation,0.0,0.07,0.0,0.01,,tbd,
The Sims 2: Ikea Home Stuff,PC,2008.0,Simulation,0.0,0.07,0.0,0.01,,tbd,T
Silent Hunter III,PC,2005.0,Simulation,0.0,0.07,0.0,0.01,90.0,7.9,T
Imagine: My Restaurant,DS,2009.0,Simulation,0.0,0.07,0.0,0.01,,,
Monster Rancher,PS,1997.0,Simulation,0.12,0.08,0.74,0.07,86.0,8.3,
Harvest Moon: Animal Parade,Wii,2008.0,Simulation,0.58,0.08,0.02,0.05,76.0,8.9,E
Armored Core 2: Another Age,PS2,2001.0,Simulation,0.11,0.08,0.19,0.03,75.0,8.8,T
Fantastic Pets,X360,2011.0,Simulation,0.3,0.08,0.0,0.03,66.0,7.5,E
Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,0.28,0.08,0.0,0.01,75.0,8.6,E10+
MechAssault 2: Lone Wolf,XB,2004.0,Simulation,0.27,0.08,0.0,0.01,81.0,7.5,T
F/A-18F Super Hornet,GBA,2004.0,Simulation,0.2,0.08,0.0,0.01,,,
Birds of Steel,PS3,2012.0,Simulation,0.1,0.08,0.02,0.03,73.0,8.4,T
Lethal Skies Elite Pilot: Team SW,PS2,2001.0,Simulation,0.11,0.08,0.0,0.03,59.0,tbd,E
Disney's Planes,DS,2013.0,Simulation,0.11,0.08,0.0,0.02,,tbd,E
Farming Simulator 2015,XOne,2015.0,Simulation,0.1,0.08,0.0,0.02,,,
Playboy: The Mansion,PS2,2005.0,Simulation,0.1,0.08,0.0,0.03,59.0,7.5,M
EyePet & Friends,PS3,2011.0,Simulation,0.06,0.08,0.0,0.03,,,
The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,0.05,0.08,0.0,0.02,,,
The Sims 4: City Living,PC,2016.0,Simulation,0.02,0.08,0.0,0.01,77.0,5.7,T
X Rebirth,PC,2013.0,Simulation,0.0,0.08,0.0,0.0,33.0,3.3,T
My Baby Girl,DS,2008.0,Simulation,0.61,0.09,0.0,0.06,,tbd,E
Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,0.32,0.09,0.0,0.02,78.0,7.1,E
Armored Core,PS,1997.0,Simulation,0.13,0.09,0.16,0.03,,,
Monster Rancher 3,PS2,2001.0,Simulation,0.11,0.09,0.14,0.03,77.0,8.5,E
Pony Friends 2,DS,2009.0,Simulation,0.21,0.09,0.0,0.03,,tbd,E
Zoo Resort 3D,3DS,2011.0,Simulation,0.11,0.09,0.03,0.02,,tbd,E
Dance Dance Revolution: Disney Channel Edition,PS2,2008.0,Simulation,0.12,0.09,0.0,0.03,61.0,tbd,E
Colony Wars: Vengeance,PS,1998.0,Simulation,0.13,0.09,0.0,0.02,,,
Farming Simulator 2013,PS3,2013.0,Simulation,0.0,0.09,0.02,0.02,40.0,2.9,E
Tropico 5,PC,2014.0,Simulation,0.02,0.09,0.0,0.01,75.0,7,T
Football Manager 2017,PC,2016.0,Simulation,0.0,0.09,0.0,0.01,81.0,4.3,E
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001.0,Simulation,0.12,0.1,0.88,0.03,73.0,8.8,T
MechAssault,XB,2002.0,Simulation,01.01,0.1,0.0,0.03,87.0,8,T
Lalaloopsy,DS,2011.0,Simulation,0.51,0.1,0.0,0.06,,tbd,E
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.0,Simulation,0.4,0.1,0.0,0.04,,tbd,E
The Sims,XB,2003.0,Simulation,0.31,0.1,0.0,0.01,84.0,6.9,T
Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,0.3,0.1,0.0,0.02,76.0,tbd,T
The Sims 2,GBA,2005.0,Simulation,0.28,0.1,0.0,0.01,58.0,7.5,E10+
Imagine: Salon Stylist,DS,2009.0,Simulation,0.23,0.1,0.0,0.03,,tbd,E
Gunship,PS,1996.0,Simulation,0.15,0.1,0.0,0.02,,,
Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,0.13,0.1,0.0,0.03,75.0,8.9,T
Petz: Horsez 2,PS2,2007.0,Simulation,0.13,0.1,0.0,0.03,,tbd,E
Star Trek: Invasion,PS,2000.0,Simulation,0.15,0.1,0.0,0.02,76.0,tbd,E
Ace Combat 2,PS,1997.0,Simulation,0.16,0.11,0.56,0.06,83.0,8.2,T
Dance Dance Revolution Ultramix,XB,2003.0,Simulation,0.42,0.11,0.0,0.02,82.0,8.8,E
Farming Simulator 2015,X360,2015.0,Simulation,0.22,0.11,0.0,0.03,,,
The Urbz: Sims in the City,XB,2004.0,Simulation,0.22,0.11,0.0,0.01,70.0,6.5,T
Future Cop L.A.P.D.,PS,1997.0,Simulation,0.16,0.11,0.0,0.02,,,
Heroes of the Pacific,PS2,2005.0,Simulation,0.14,0.11,0.0,0.04,76.0,8.4,T
Ace Combat Zero: The Belkan War,PS2,2006.0,Simulation,0.15,0.12,0.2,0.04,75.0,8.4,T
Babysitting Mama,Wii,2010.0,Simulation,0.33,0.12,0.0,0.04,,tbd,E
Flight Control Rocket,GBA,2005.0,Simulation,0.31,0.12,0.0,0.01,,,
Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,0.15,0.12,0.11,0.04,82.0,8.9,M
Sky Odyssey,PS2,2000.0,Simulation,0.16,0.12,0.0,0.04,79.0,8.4,E
MySims Party,DS,2009.0,Simulation,0.15,0.12,0.0,0.03,64.0,tbd,E
Monster Rancher 2,PS,1998.0,Simulation,0.19,0.13,0.66,0.07,83.0,,E
Mobile Suit Gundam: Journey to Jaburo,PS2,2000.0,Simulation,0.16,0.13,0.36,0.04,58.0,8.1,T
Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,0.34,0.13,0.11,0.01,81.0,9.6,E
The Sims,GC,2003.0,Simulation,0.35,0.13,0.0,0.01,85.0,7.7,T
Farming Simulator 2013,X360,2013.0,Simulation,0.22,0.13,0.0,0.04,33.0,6.2,E
Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,0.17,0.13,0.0,0.04,65.0,8.1,T
SimAnimals,Wii,2009.0,Simulation,0.14,0.13,0.0,0.03,58.0,2.1,E
The Sims 3: Seasons,PC,2012.0,Simulation,0.0,0.13,0.0,0.02,73.0,7.5,T
Cities: Skylines,PC,2015.0,Simulation,0.0,0.13,0.0,0.01,85.0,8.9,E
Farming Simulator 2011,PC,2010.0,Simulation,0.0,0.13,0.0,0.0,,7,E
The Sims: Bustin' Out,XB,2003.0,Simulation,0.4,0.14,0.0,0.02,81.0,8.9,T
Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,0.26,0.14,0.0,0.04,66.0,8.2,E10+
Story of Seasons,3DS,2014.0,Simulation,0.0,0.14,0.27,0.01,76.0,8.2,E10+
The Urbz: Sims in the City,GC,2004.0,Simulation,0.24,0.14,0.0,0.02,73.0,8.4,T
Petz: Catz 2,PS2,2006.0,Simulation,0.18,0.14,0.0,0.05,,tbd,E
MechWarrior 2: 31st Century Combat,PS,1997.0,Simulation,0.2,0.14,0.0,0.02,,,
Animal Paradise,DS,2007.0,Simulation,0.09,0.14,0.0,0.02,49.0,tbd,E
Ace Combat 3: Electrosphere,PS,1999.0,Simulation,0.22,0.15,0.4,0.05,,,
World of Zoo,Wii,2009.0,Simulation,0.4,0.15,0.0,0.05,,8.2,E
Harvest Moon: Save the Homeland,PS2,,Simulation,0.19,0.15,0.0,0.05,76.0,8.8,E
Zoo Tycoon (2013),XOne,2013.0,Simulation,0.18,0.15,0.0,0.03,,,
The Sims 4: Get Together,PC,2015.0,Simulation,0.05,0.15,0.0,0.02,72.0,7.3,T
Animal Crossing,GC,2001.0,Simulation,1.92,0.16,0.99,0.09,87.0,8.9,E
Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,0.62,0.16,0.0,0.02,75.0,7.6,T
Theme Park,PS,1994.0,Simulation,0.24,0.16,0.13,0.04,,,
Colony Wars,PS,1997.0,Simulation,0.24,0.16,0.0,0.03,91.0,7.8,E
Tropico 5,PS4,2015.0,Simulation,0.06,0.16,0.06,0.04,76.0,7.1,T
Pilotwings,SNES,1990.0,Simulation,0.46,0.17,0.48,0.02,,,
Armored Core 3,PS2,2002.0,Simulation,0.22,0.17,0.23,0.06,74.0,9,T
Dogz,GBA,2004.0,Simulation,0.45,0.17,0.0,0.01,,,
Warhawk,PS,1995.0,Simulation,0.25,0.17,0.0,0.03,,,
The Sims 3: Town Life Stuff,PC,2011.0,Simulation,0.11,0.17,0.0,0.05,,6.3,T
EyePet,PSP,2010.0,Simulation,0.02,0.17,0.0,0.09,57.0,tbd,E
The Sims 3: World Adventures,PC,2009.0,Simulation,0.02,0.18,0.0,0.38,81.0,8,T
Secret Weapons Over Normandy,PS2,2003.0,Simulation,0.24,0.18,0.0,0.06,81.0,8.2,T
Bratz: The Movie,PS2,2007.0,Simulation,0.24,0.18,0.0,0.06,,5,E
Crimson Skies: High Road to Revenge,XB,2003.0,Simulation,0.65,0.19,0.0,0.03,88.0,8.8,T
Crafting Mama,DS,2010.0,Simulation,0.39,0.19,0.01,0.05,,tbd,E
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,0.24,0.19,0.0,0.06,81.0,8.3,T
World of Zoo,DS,2009.0,Simulation,0.42,0.2,0.0,0.06,,tbd,E
The Sims: Bustin' Out,GC,2003.0,Simulation,0.43,0.2,0.0,0.03,81.0,9,T
Littlest Pet Shop: Jungle,DS,2008.0,Simulation,0.34,0.2,0.0,0.06,,tbd,E
SimAnimals,DS,2009.0,Simulation,0.26,0.2,0.0,0.05,70.0,7.5,E
Farming Simulator 2015,PS3,2015.0,Simulation,0.11,0.2,0.0,0.06,,,
Farming Simulator 2015,PS4,2015.0,Simulation,0.1,0.2,0.0,0.06,,,
Endless Ocean: Blue World,Wii,2009.0,Simulation,0.46,0.21,0.12,0.06,76.0,8.5,E10+
Petz Dogz 2,PS2,2007.0,Simulation,0.28,0.21,0.0,0.07,,tbd,E
Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,0.0,0.21,0.0,0.05,62.0,3.5,T
Armored Core 2,PS2,2000.0,Simulation,0.28,0.22,0.23,0.07,78.0,8.4,T
Omerta: City of Gangsters,X360,2011.0,Simulation,0.42,0.22,0.0,0.06,43.0,3.3,T
The Sims 3,DS,2010.0,Simulation,0.38,0.22,0.0,0.06,73.0,6.4,E
Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,0.35,0.22,0.0,0.1,67.0,6.9,T
The Urbz: Sims in the City,GBA,2004.0,Simulation,0.37,0.22,0.0,0.03,72.0,9.2,E
The Sims 3: Generations,PC,2011.0,Simulation,0.4,0.23,0.0,0.0,70.0,3.6,T
Littlest Pet Shop: Garden,DS,2008.0,Simulation,0.31,0.23,0.0,0.06,,tbd,E
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,0.26,0.23,0.0,0.06,82.0,7.1,E
IL-2 Sturmovik: Birds of Prey,X360,2009.0,Simulation,0.23,0.23,0.0,0.05,80.0,8.4,T
Pilotwings 64,N64,1996.0,Simulation,0.56,0.24,0.3,0.02,,,
The Sims 2,PC,2004.0,Simulation,0.02,0.24,0.0,0.04,90.0,8.8,T
SimCity 4,PC,2003.0,Simulation,0.01,0.24,0.0,0.03,84.0,8.7,E
IL-2 Sturmovik: Birds of Prey,PS3,2009.0,Simulation,0.34,0.25,0.0,0.1,81.0,7.3,T
Pro Pinball: Big Race USA,PS,1999.0,Simulation,0.37,0.25,0.0,0.04,69.0,tbd,E
Viva Pinata: Trouble in Paradise,X360,2008.0,Simulation,0.16,0.25,0.01,0.05,82.0,7.9,E
1701 A.D.,PC,2006.0,Simulation,0.0,0.25,0.0,0.04,79.0,8.3,E10+
ZhuZhu Pets,DS,2010.0,Simulation,0.67,0.26,0.0,0.09,,tbd,E
SimCity,SNES,1991.0,Simulation,0.93,0.27,0.75,0.04,,,
Cooking Mama: World Kitchen,Wii,2008.0,Simulation,0.51,0.27,0.01,0.08,62.0,4.9,E
The Sims 3: Ambitions,PC,2010.0,Simulation,0.0,0.29,0.0,0.17,74.0,7.3,T
Spore Creatures,DS,2008.0,Simulation,0.66,0.3,0.0,0.1,65.0,6.5,E
Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,0.37,0.3,0.12,0.19,75.0,8.3,T
Petz Dogz Fashion,DS,2008.0,Simulation,0.46,0.3,0.0,0.09,,tbd,E
The Sims 2: Apartment Pets,DS,2008.0,Simulation,0.31,0.3,0.0,0.07,50.0,3.3,E
Littlest Pet Shop: Winter,DS,2008.0,Simulation,0.58,0.31,0.0,0.1,,tbd,E
Imagine: Interior Designer,DS,2008.0,Simulation,0.34,0.31,0.0,0.08,,tbd,E
Farming Simulator 17,PS4,2016.0,Simulation,0.05,0.31,0.0,0.06,69.0,8.7,E
Imagine: Fashion Designer New York,DS,2008.0,Simulation,0.65,0.32,0.0,0.1,,tbd,E
The Sims: Medieval,PC,2011.0,Simulation,0.28,0.32,0.0,0.09,77.0,6.1,T
Dawn of Discovery,PC,2009.0,Simulation,0.0,0.32,0.0,0.06,82.0,8.8,T
Air Combat,PS,1995.0,Simulation,0.92,0.33,0.52,0.05,,,
Imagine: Rock Star,DS,2008.0,Simulation,0.4,0.33,0.0,0.09,,tbd,E
Football Manager 2016,PC,2015.0,Simulation,0.0,0.33,0.0,0.02,81.0,6.9,E
Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,0.88,0.34,0.32,0.18,84.0,9.1,T
The Sims: Bustin' Out,GBA,2003.0,Simulation,0.93,0.35,0.0,0.06,,,
Imagine: Babysitters,DS,2008.0,Simulation,0.63,0.35,0.0,0.1,,tbd,E
Top Gun: Combat Zones,PS2,2001.0,Simulation,0.45,0.35,0.0,0.12,63.0,3.3,E
Purr Pals,DS,2007.0,Simulation,0.18,0.35,0.0,0.02,67.0,6.8,E
PilotWings Resort,3DS,2011.0,Simulation,0.4,0.36,0.13,0.07,71.0,7.4,E
Microsoft Flight Simulator X,PC,2006.0,Simulation,0.02,0.36,0.0,0.05,80.0,7.6,E
The Sims 3,3DS,2011.0,Simulation,0.3,0.37,0.03,0.07,52.0,3.3,T
The Sims 2: Pets,PSP,2006.0,Simulation,0.19,0.38,0.0,0.22,57.0,7.3,T
The Sims 3: Outdoor Living Stuff,PC,2011.0,Simulation,0.0,0.38,0.0,0.08,,5.6,T
Warhawk,PS3,2007.0,Simulation,0.49,0.39,0.0,0.17,84.0,8.4,T
Petz: Catz 2,DS,2007.0,Simulation,0.51,0.4,0.0,0.11,,9,E
Omerta: City of Gangsters,PS3,2011.0,Simulation,0.52,0.42,0.0,0.15,,,
Euro Truck Simulator,PC,2008.0,Simulation,0.0,0.42,0.0,0.07,,7.6,
Soviet Strike,PS,1996.0,Simulation,0.65,0.44,0.0,0.08,,,
Football Manager 2015,PC,2014.0,Simulation,0.0,0.44,0.0,0.03,80.0,6,
Nuclear Strike,PS,1997.0,Simulation,0.66,0.45,0.0,0.08,,,
Star Wars: Rogue Squadron,N64,1998.0,Simulation,1.6,0.46,0.08,0.03,,,
Kinectimals,X360,2010.0,Simulation,01.02,0.46,0.0,0.13,74.0,3.1,E
SimCity 2000,PS,1996.0,Simulation,0.68,0.46,0.0,0.08,,,
The Sims 2: Castaway,PSP,2007.0,Simulation,0.08,0.46,0.0,0.25,64.0,7.3,E10+
Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,0.94,0.48,0.01,0.15,69.0,6.8,E10+
Petz Wild Animals: Dolphinz,DS,2007.0,Simulation,0.71,0.48,0.0,0.13,,tbd,E
Imagine: Animal Doctor,DS,2007.0,Simulation,0.45,0.48,0.0,0.11,,7.4,E
Petz Dogz 2,DS,2007.0,Simulation,0.46,0.51,0.0,0.12,,tbd,E
Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,1.35,0.52,0.0,0.19,73.0,7.1,E10+
EyePet,PS3,2009.0,Simulation,0.35,0.52,0.04,0.08,70.0,8.2,E
MySims,Wii,2007.0,Simulation,0.9,0.54,0.04,0.17,68.0,7.2,E
The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,0.01,0.54,0.0,0.11,,6.5,T
The Sims 2,PSP,2005.0,Simulation,0.49,0.55,0.0,0.33,65.0,6.9,T
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,02.06,0.56,0.38,0.17,89.0,9.1,E
Farming Simulator 17,PC,2016.0,Simulation,0.03,0.58,0.0,0.04,64.0,8,E
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,01.05,0.59,0.0,0.18,82.0,8.2,E
MySims Kingdom,DS,2008.0,Simulation,0.8,0.59,0.01,0.16,58.0,tbd,E
Imagine: Wedding Designer,DS,2008.0,Simulation,0.55,0.59,0.0,0.14,,tbd,E
The Sims 2: Castaway,Wii,2007.0,Simulation,0.44,0.63,0.0,0.14,73.0,8.2,T
MySims Kingdom,Wii,2008.0,Simulation,0.7,0.64,0.01,0.16,76.0,8.1,E
Cooking Mama 3: Shop & Chop,DS,2009.0,Simulation,0.79,0.65,0.08,0.17,,,
Dance Dance Revolution X,PS2,2008.0,Simulation,0.85,0.66,0.01,0.22,55.0,6.2,E10+
Pokemon Snap,N64,1999.0,Simulation,2.23,0.68,0.66,0.06,,,
The Sims 3,Wii,2010.0,Simulation,0.57,0.69,0.0,0.14,,2.5,T
Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,01.03,0.75,0.03,0.09,90.0,8.6,T
SimCity (2013),PC,2013.0,Simulation,0.48,0.77,0.0,0.17,64.0,2.2,E10+
The Sims: Makin' Magic,PC,2003.0,Simulation,01.03,0.8,0.0,0.09,80.0,8.6,T
The Sims 3,X360,2010.0,Simulation,1.27,0.81,0.0,0.2,76.0,7.1,T
Dance Dance Revolution Extreme,PS2,2004.0,Simulation,01.04,0.81,0.0,0.27,77.0,9,E
Farming Simulator 2013,PC,2012.0,Simulation,0.0,0.81,0.0,0.15,65.0,7.5,E
Style Savvy,DS,2008.0,Simulation,0.62,0.82,0.96,0.18,73.0,7.7,E
Imagine: Teacher,DS,2008.0,Simulation,0.7,0.82,0.0,0.19,,tbd,E
The Sims: House Party,PC,2001.0,Simulation,1.23,0.83,0.0,0.1,74.0,7.9,T
SimCity 2000,PC,1992.0,Simulation,1.2,0.84,0.0,0.1,,,
Dance Dance Revolution X2,PS2,2009.0,Simulation,01.09,0.85,0.0,0.28,,tbd,E10+
Star Wars: Starfighter,PS2,2001.0,Simulation,0.61,0.87,0.02,0.26,84.0,8,T
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,0.59,0.87,0.0,0.23,74.0,5.3,T
The Sims 3,PS3,2010.0,Simulation,0.73,0.89,0.02,0.3,78.0,6.4,T
Imagine: Master Chef,DS,2007.0,Simulation,0.39,0.91,0.0,0.17,,tbd,E
The Sims 2: Pets,DS,2006.0,Simulation,0.92,0.93,0.0,0.22,49.0,5.2,E
The Urbz: Sims in the City,PS2,2004.0,Simulation,0.52,0.95,0.0,0.29,70.0,8.2,T
Viva Pinata,X360,2006.0,Simulation,0.45,0.95,0.02,0.2,84.0,8,E
Worldwide Soccer Manager 2009,PC,2008.0,Simulation,0.0,1.14,0.0,0.01,83.0,8.1,E
Imagine: Fashion Designer,DS,2007.0,Simulation,1.32,1.19,0.0,0.3,,7.6,E
The Sims: Bustin' Out,PS2,2003.0,Simulation,01.07,1.19,0.0,0.18,81.0,8.4,T
The Sims: Vacation,PC,2002.0,Simulation,1.72,1.21,0.0,0.14,75.0,7.8,T
Imagine: Babyz,DS,2007.0,Simulation,1.3,1.26,0.0,0.31,,7.7,E
Nintendogs + cats,3DS,2011.0,Simulation,1.44,1.41,0.73,0.27,,,
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,1.6,1.49,0.1,0.39,70.0,8,E
The Sims: Unleashed,PC,2002.0,Simulation,02.03,1.56,0.0,0.17,79.0,8,T
MySims,DS,2007.0,Simulation,1.58,1.59,0.08,0.41,67.0,7.3,E
Microsoft Flight Simulator,PC,1996.0,Simulation,3.22,1.69,0.0,0.2,,,
The Sims 4,PC,2014.0,Simulation,1.0,1.82,0.0,0.23,70.0,3.9,T
Cooking Mama,DS,2006.0,Simulation,03.07,1.91,0.07,0.57,67.0,7.2,E
Nintendogs,DS,2005.0,Simulation,09.05,10.95,1.93,2.74,,,
Animal Crossing: New Leaf,3DS,2012.0,Simulation,02.03,2.36,4.39,0.39,88.0,8.7,E
Animal Crossing: Wild World,DS,2005.0,Simulation,2.5,3.45,5.33,0.86,86.0,8.7,E
Pro Evolution Soccer 2008,PS3,2007.0,Sports,0.04,1.1,0.32,0.13,74.0,6.1,E
Football Manager 2011,PC,2010.0,Sports,0.0,01.01,0.0,0.25,85.0,8.4,E
Big Beach Sports,Wii,2008.0,Sports,0.45,01.02,0.0,0.2,44.0,8,E
FIFA 15,PS3,2014.0,Sports,0.58,03.02,0.04,0.64,,4.5,E
Zumba Fitness 2,Wii,2011.0,Sports,1.51,01.03,0.0,0.27,,tbd,T
FIFA 12,PS3,2011.0,Sports,0.84,4.3,0.11,1.39,,,
Wii Fit,Wii,2007.0,Sports,8.92,08.03,3.6,2.15,80.0,7.7,E
Mario Strikers Charged,Wii,2007.0,Sports,01.05,01.05,0.24,0.24,79.0,8,E10+
FIFA 17,XOne,2016.0,Sports,0.43,02.05,0.0,0.17,84.0,5.5,E
FIFA Soccer 08,PS3,2007.0,Sports,0.35,01.06,0.02,0.31,81.0,7.1,E
Sports Champions,PS3,2010.0,Sports,2.13,1.12,0.1,0.5,76.0,7.9,E10+
Worldwide Soccer Manager 2008,PC,2007.0,Sports,0.0,1.12,0.0,0.0,86.0,8,E
FIFA 16,XOne,2015.0,Sports,0.89,2.12,0.0,0.24,84.0,4.4,E
FIFA 16,PS4,2015.0,Sports,1.12,6.12,0.06,1.28,82.0,4.3,E
Pro Evolution Soccer 2008,PS2,2007.0,Sports,0.05,0.0,0.64,2.93,82.0,7.9,E
FIFA Soccer 08,PS2,2007.0,Sports,0.68,0.0,0.0,2.46,83.0,6.5,E
Pro Yakyuu Family Stadium,NES,1986.0,Sports,0.15,0.0,02.05,0.0,,,
Derby Stallion,PS,1997.0,Sports,0.0,0.0,1.96,0.14,,,
Mario Super Sluggers,Wii,2008.0,Sports,1.48,0.0,0.29,0.12,69.0,7.8,E
Madden NFL 07,X360,2006.0,Sports,1.66,0.0,0.01,0.13,80.0,6,E
Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,1.58,0.0,0.0,0.12,,7.8,T
Madden NFL 09,PS2,2008.0,Sports,1.22,0.0,0.0,0.27,67.0,7,E
Pro Yakyuu Family Stadium '87,NES,1987.0,Sports,0.12,0.0,1.3,0.0,,,
Pro Yakyuu Family Stadium '88,NES,1988.0,Sports,0.1,0.0,01.08,0.0,,,
Derby Stallion III,SNES,1995.0,Sports,0.0,0.0,1.15,0.0,,,
Derby Stallion 99,PS,1999.0,Sports,0.0,0.0,01.06,0.07,,,
NCAA Football 14,X360,2013.0,Sports,01.01,0.0,0.0,0.08,77.0,5.8,E
Derby Stallion 96,SNES,1996.0,Sports,0.0,0.0,01.04,0.01,,,
NCAA Football 12,X360,2011.0,Sports,0.94,0.0,0.0,0.06,82.0,6.6,E
Madden NFL 10,PS2,2009.0,Sports,0.88,0.0,0.0,0.1,,7.2,E
Madden NFL 08,PS3,2007.0,Sports,0.89,0.0,0.0,0.08,81.0,5.3,E
NCAA Football 10,X360,2009.0,Sports,0.87,0.0,0.0,0.07,83.0,6.7,E
NCAA Football 11,X360,2010.0,Sports,0.86,0.0,0.0,0.06,86.0,7.1,E
MLB 12: The Show,PS3,2012.0,Sports,0.86,0.0,0.0,0.06,87.0,7.5,E
AMF Bowling Pinbusters!,Wii,2007.0,Sports,0.84,0.0,0.0,0.07,,,
Madden NFL 08,Wii,2007.0,Sports,0.8,0.0,0.0,0.07,76.0,6.8,E
Derby Stallion II,SNES,1994.0,Sports,0.0,0.0,0.87,0.0,,,
NBA 2K8,X360,2007.0,Sports,0.79,0.0,0.0,0.07,81.0,7,E
NCAA Football 11,PS3,2010.0,Sports,0.79,0.0,0.0,0.06,85.0,7.4,E
NCAA Football 14,PS3,2013.0,Sports,0.75,0.0,0.0,0.09,77.0,6.2,E
NCAA Football 12,PS3,2011.0,Sports,0.78,0.0,0.0,0.05,82.0,5.8,E
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,0.0,0.0,0.76,0.05,,,
NCAA Football 10,PS3,2009.0,Sports,0.75,0.0,0.0,0.06,80.0,6.9,E
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998.0,Sports,0.0,0.0,0.75,0.05,,,
Capcom's Soccer Shootout,SNES,1993.0,Sports,0.0,0.0,0.8,0.0,,,
EA Sports Active NFL Training Camp,Wii,2010.0,Sports,0.75,0.0,0.0,0.05,,tbd,E
ISS Pro Evolution,PS,1998.0,Sports,0.0,0.0,0.71,0.05,94.0,8.7,E
Madden NFL 06,PSP,2005.0,Sports,0.69,0.0,0.0,0.06,75.0,7.9,E
MLB 13: The Show,PS3,2013.0,Sports,0.67,0.0,0.0,0.07,87.0,7.8,E
NCAA Football 07,X360,2006.0,Sports,0.67,0.0,0.0,0.06,79.0,6.9,E
Major League Baseball 2K7,X360,2007.0,Sports,0.67,0.0,0.0,0.06,79.0,7.1,E
MLB 14: The Show,PS4,2014.0,Sports,0.58,0.0,0.0,0.14,83.0,7.7,E
MLB 09: The Show,PS3,2009.0,Sports,0.66,0.0,0.0,0.06,90.0,8.1,E
Madden NFL 11,Wii,,Sports,0.68,0.0,0.0,0.04,75.0,5.4,E
MLB 10: The Show,PS3,2010.0,Sports,0.66,0.0,0.0,0.06,91.0,8.3,E
Madden NFL 09,PSP,2008.0,Sports,0.65,0.0,0.0,0.06,68.0,6.5,E
NCAA Football 09,X360,2008.0,Sports,0.65,0.0,0.0,0.05,83.0,7.7,E
NCAA Football 08,X360,2007.0,Sports,0.65,0.0,0.0,0.05,81.0,7.8,E
MLB 08: The Show,PS3,2008.0,Sports,0.64,0.0,0.0,0.05,85.0,8.7,E
J-League Soccer: Prime Goal,SNES,1993.0,Sports,0.0,0.0,0.69,0.0,,,
Jikkyou World Soccer 2000 Final Edition,PS2,2000.0,Sports,0.0,0.0,0.66,0.0,,,
Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,0.58,0.0,0.0,0.05,,tbd,T
NBA 2K9,PS3,2008.0,Sports,0.56,0.0,0.0,0.05,82.0,7,E
Major League Baseball 2K8,X360,2008.0,Sports,0.56,0.0,0.0,0.05,70.0,5.9,E
